name,platform,year_of_release,gendre,publisher,developer,rating
Fisherman's Bait 2: Big Ol' Bass,PS,1999,Sports,Konami Digital Entertainment,,
Jeremy McGrath Supercross 2000,N64,1999,Racing,Acclaim Entertainment,,
Supercross 2000,N64,1999,Racing,Electronic Arts,,
Ken Griffey Jr.'s Slugfest,N64,1999,Sports,Nintendo,,
The New Tetris,N64,1999,Puzzle,Nintendo,,
Xena: Warrior Princess - The Talisman of Fate,N64,1999,Fighting,Titus,,
Tomba! 2: The Evil Swine Return,PS,1999,Platform,Sony Computer Entertainment,,
BeatMania Append 4thMix: The beat goes on,PS,1999,Simulation,Konami Digital Entertainment,,
Digimon Adventure: Anode Tamer,WS,1999,Role-Playing,Namco Bandai Games,,
Triple Play 2000,N64,1999,Sports,Electronic Arts,,
Shadow Man,N64,1999,Action,Acclaim Entertainment,,
Command & Conquer,N64,1999,Strategy,Nintendo,,
Superbike 2000,PS,1999,Racing,Electronic Arts,,
Alundra 2: A New Legend Begins,PS,1999,Role-Playing,Activision,,
Jikkyou Powerful Pro Yakyuu '99 Ketteiban,PS,1999,Sports,Konami Digital Entertainment,,
Bust A Groove 2,PS,1999,Misc,Enix Corporation,Metro,E
Armorines: Project S.W.A.R.M.,N64,1999,Shooter,Acclaim Entertainment,,
Duke Nukem: Zero Hour,N64,1999,Shooter,GT Interactive,,
Armored Core: Master of Arena,PS,1999,Simulation,From Software,,
Fire Emblem: Thracia 776,SNES,1999,Strategy,Nintendo,,
NHL Rock the Rink,PS,1999,Sports,Electronic Arts,,
Crusaders of Might and Magic,PS,1999,Role-Playing,3DO,,
Scrabble,PS,1999,Misc,Ubisoft,,
NBA Courtside 2 featuring Kobe Bryant,N64,1999,Sports,Nintendo,,
Hybrid Heaven,N64,1999,Role-Playing,Konami Digital Entertainment,,
NBA Showtime: NBA on NBC,N64,1999,Sports,Midway Games,,
Grandia,PS,1999,Role-Playing,Ubisoft,Game Arts,E
Dune 2000,PS,1999,Strategy,Electronic Arts,,
Guitar Freaks,PS,1999,Simulation,Konami Digital Entertainment,,
Paperboy,N64,1999,Action,Midway Games,,
South Park: Chef's Luv Shack,N64,1999,Misc,Acclaim Entertainment,,
Road Rash 64,N64,1999,Racing,THQ,,
Pro Yakyuu Team o Tsukurou!,DC,1999,Sports,Sega,,
Super Robot Taisen F Kanketsuhen,PS,1999,Strategy,Banpresto,,
Barbie Super Sports,PS,1999,Sports,Mattel Interactive,,
Rampage 2: Universal Tour,N64,1999,Action,GT Interactive,,
Sports Car GT,PS,1999,Racing,Electronic Arts,,
Jackie Chan: Stuntmaster,PS,1999,Action,Sony Computer Entertainment,,
WCW Backstage Assault,PS,1999,Action,Electronic Arts,Kodiak Interactive,T
Gex 3: Deep Cover Gecko,N64,1999,Platform,Crave Entertainment,,
WinBack: Covert Operations,N64,1999,Shooter,Virgin Interactive,,
Monopoly,N64,1999,Misc,Hasbro Interactive,,
Threads of Fate,PS,1999,Role-Playing,SquareSoft,,
Rollcage,PS,1999,Racing,Psygnosis,,
Super Robot Taisen 64,N64,1999,Strategy,Banpresto,,
Roadsters 99,N64,1999,Racing,Titus,,
Nobunaga no Yabou: Reppuuden,PS,1999,Strategy,Tecmo Koei,,
Fire ProWrestling G,PS,1999,Fighting,Human Entertainment,,
Sesame Street: Elmo's Number Journey,N64,1999,Misc,NewKidCo,,
Big Air,PS,1999,Sports,Accolade,,
Gallop Racer,PS,1999,Sports,Tecmo Koei,,
Chocobo no Fushigi Dungeon for WonderSwan,WS,1999,Role-Playing,Namco Bandai Games,,
International Superstar Soccer 2000 (JP weekly sales),N64,1999,Sports,Konami Digital Entertainment,,
Re-Volt,N64,1999,Racing,Acclaim Entertainment,,
Sesame Street: Elmo's Letter Adventure,N64,1999,Misc,NewKidCo,,
Shadow Madness,PS,1999,Action,Crave Entertainment,,
Power Pro Kun Pocket,GB,1999,Sports,Konami Digital Entertainment,,
Space Battleship Yamato: Harukanaru Hoshi Iscandar,PS,1999,Strategy,Namco Bandai Games,,
Sound Novel Evolution 1: Otogirisou Sosei-Hen,PS,1999,Adventure,ChunSoft,,
Tokyo Xtreme Racer,DC,1999,Racing,Genki,,
Glover,PS,1999,Platform,Atari,,
Bomberman 64: The Second Attack!,N64,1999,Adventure,Hudson Soft,,
World Driver Championship,N64,1999,Racing,Midway Games,,
Destruction Derby 64,N64,1999,Racing,THQ,,
Space Invaders,N64,1999,Shooter,Activision,,
California Speed,N64,1999,Misc,Midway Games,,
Asteroids Hyper 64,N64,1999,Shooter,Crave Entertainment,,
Racing Lagoon,PS,1999,Racing,Square,,
Muppet RaceMania,PS,1999,Racing,Sony Computer Entertainment,,
Disney's Story Studio: Disney's Mulan,PS,1999,Misc,Sony Computer Entertainment,,
Winning Post 4,PS,1999,Sports,Tecmo Koei,,
Galerians,PS,1999,Adventure,Crave Entertainment,,
Shin Megami Tensei: Devil Summoner - Soul Hackers,PS,1999,Role-Playing,Atlus,,
Bassmasters 2000,N64,1999,Sports,THQ,,
Micro Machines 64 Turbo,N64,1999,Racing,Codemasters,,
Eternal Eyes,PS,1999,Role-Playing,Sunsoft,,
Detective Barbie: The Mystery Cruise,PS,1999,Adventure,Mattel Interactive,,
To Heart,PS,1999,Adventure,Aqua Plus,,
Castlevania: Legacy of Darkness,N64,1999,Platform,Konami Digital Entertainment,,
NBA Jam 2000,N64,1999,Sports,Acclaim Entertainment,,
Surf Riders,PS,1999,Sports,Ubisoft,ACOT,E
Zen-Nippon Pro Wrestling: Ouja no Kon,PS,1999,Fighting,Human Entertainment,,
Harvest Moon 2 GBC,GB,1999,Simulation,Ubisoft,,
Rocket: Robot on Wheels,N64,1999,Platform,Ubisoft,,
Densha De Go! 64,N64,1999,Simulation,Taito,,
Earthworm Jim 3D,N64,1999,Platform,Interplay,,
BoomBots,PS,1999,Fighting,SouthPeak Games,,
International Track & Field 2000,PS,1999,Sports,Konami Digital Entertainment,,
ECW Anarchy Rulz,PS,1999,Fighting,Acclaim Entertainment,Acclaim,E
Top Gear Rally 2,N64,1999,Racing,Kemco,,
Fighting Force 64,N64,1999,Action,Crave Entertainment,,
Snowboard Kids 2,N64,1999,Sports,Atlus,,
Tonic Trouble,N64,1999,Platform,Ubisoft,,
Nuclear Strike 64,N64,1999,Simulation,THQ,,
Breakout,PS,1999,Puzzle,Hasbro Interactive,Supersonic Software,E
Tyco RC: Assault with a Battery,PS,1999,Racing,Syscom,,
Arcade Party Pak,PS,1999,Misc,Midway Games,,
Railroad Tycoon II,PS,1999,Strategy,PopTop Software,,
Black Bass with Blue Marlin,PS,1999,Sports,Starfish,,
Metal Gear Solid Integral,PS,1999,Adventure,Konami Digital Entertainment,,
Woody Woodpecker Racing,PS,1999,Racing,Konami Digital Entertainment,VU Games,E
Digimon Digital Card Battle,PS,1999,Strategy,Namco Bandai Games,Bandai,T
Vandal Hearts II,PS,1999,Strategy,Konami Digital Entertainment,,
The King of Fighters: Dream Match 1999,DC,1999,Fighting,SNK,,
Blue Stinger,DC,1999,Adventure,Activision,,
Urban Chaos,PS,1999,Action,Eidos Interactive,,
3D Tank Warfare Simulator Panzer Front,PS,1999,Simulation,Avalon Interactive,,
Gekido,PS,1999,Fighting,Infogrames,,
Marvel vs. Capcom: Clash of Super Heroes,DC,1999,Fighting,Capcom,,
LEGO Rock Raiders,PS,1999,Strategy,LEGO Media,,
Age of Empires II: The Age of Kings,PC,1999,Strategy,Microsoft Game Studios,Ensemble Studios,T
Derby Stallion,SAT,1999,Sports,ASCII Entertainment,,
Sega Bass Fishing,DC,1999,Sports,Sega,,
Koudelka,PS,1999,Role-Playing,Atari,,
The King of Fighters '98: Dream Match Never Ends,PS,1999,Fighting,SNK Playmore,,
Final Fantasy VI,PS,1999,Role-Playing,Sony Computer Entertainment,,
Incredible Crisis,PS,1999,Action,Titus,Polygon Magic,T
Shadowgate 64: Trials of the Four Towers,N64,1999,Adventure,Kemco,,
Dragon Valor,PS,1999,Role-Playing,Sony Computer Entertainment,Namco,T
Neon Genesis Evangelion,N64,1999,Adventure,Namco Bandai Games,,
Top Gear Hyper-Bike,N64,1999,Racing,Kemco,,
Brunswick Circuit Pro Bowling,N64,1999,Sports,THQ,,
Killer Loop,PS,1999,Racing,Crave Entertainment,,
G-Police: Weapons of Justice,PS,1999,Action,Psygnosis,,
Interplay Sports Baseball 2000,PS,1999,Sports,Interplay,,
Dungeon Keeper 2,PC,1999,Action,Electronic Arts,Bullfrog Productions,M
Fatal Fury: Wild Ambition,PS,1999,Fighting,SNK Playmore,,
Bass Rise,PS,1999,Sports,Namco Bandai Games,,
Expendable,PS,1999,Action,Infogrames,,
NHL Blades of Steel '99,N64,1999,Sports,Konami Digital Entertainment,,
Fighter Destiny 2,N64,1999,Fighting,Imagineer,,
All Star Tennis 99,N64,1999,Sports,Ubisoft,,
Dead in the Water,PS,1999,Action,ASC Games,,
NBA 2K,DC,1999,Sports,Sega,,
Saiyuki: Journey West,PS,1999,Strategy,Tecmo Koei,Koei,E
Test Drive Le Mans,PS,1999,Racing,Infogrames,,
The Misadventures of Tron Bonne,PS,1999,Adventure,Eidos Interactive,,
Choro Q 64 2: Hacha Mecha Grand Prix Race,N64,1999,Racing,Takara,,
Rat Attack!,PS,1999,Puzzle,Mindscape,,
Monaco Grand Prix,N64,1999,Racing,Ubisoft,,
Worms Armageddon,N64,1999,Strategy,Infogrames,,
Rally Challenge 2000,N64,1999,Racing,Imagineer,,
PD Ultraman Battle Collection 64,N64,1999,Strategy,Namco Bandai Games,,
NHL Blades of Steel 2000,PS,1999,Sports,Konami Digital Entertainment,,
Ballistic,PS,1999,Puzzle,Atari,,
Countdown Vampires,PS,1999,Adventure,Namco Bandai Games,K2 LLC,M
Battle Hunter,PS,1999,Strategy,Midas Interactive Entertainment,,
Konami Arcade Classics,PS,1999,Misc,Konami Digital Entertainment,,
Mr. Driller,PS,1999,Puzzle,Namco Bandai Games,,
Deception III: Dark Delusion,PS,1999,Role-Playing,Tecmo Koei,,
Dancing Blade II: Tears of Eden,PS,1999,Adventure,Konami Digital Entertainment,,
Charlie Blasts Territory,N64,1999,Action,Kemco,,
Renegade Racers,PS,1999,Racing,Interplay,,
Board Game: Top Shop,PS,1999,Misc,Success,,
RayCrisis: Series Termination,PS,1999,Shooter,JVC,Taito Corporation,E
Jojo's Bizarre Adventure,PS,1999,Fighting,Virgin Interactive,,
Super Bowling,N64,1999,Sports,Athena,,
Silent Bomber,PS,1999,Action,Virgin Interactive,,
The Longest Journey,PC,1999,Adventure,Empire Interactive,Funcom,M
Iron Soldier 3,PS,1999,Simulation,Telegames,,
Legoland,PC,1999,Action,LEGO Media,,
Vanark,PS,1999,Shooter,Jaleco,,
K-1 Grand Prix,PS,1999,Fighting,Jaleco,,
Builder's Block,PS,1999,Strategy,EON Digital Entertainment,,
Samurai Shodown: Warrios Rage,PS,1999,Fighting,SNK,,
Carmageddon 64,N64,1999,Action,Virgin Interactive,,
All Grown Up! Express Yourself,GBA,2004,Misc,THQ,,
UFC: Sudden Impact,PS2,2004,Fighting,Global Star,Opus,T
Backyard Basketball,GBA,2004,Sports,Atari,Mistic Software,E
World Championship Poker,GBA,2004,Misc,Crave Entertainment,Sensory Sweep,E
Gretzky NHL 2005,PS2,2004,Sports,Sony Computer Entertainment,Page 44 Studios,E
Psi-Ops: The Mindgate Conspiracy,XB,2004,Shooter,Midway Games,Midway,M
Thief: Deadly Shadows,XB,2004,Action,Eidos Interactive,Ion Storm,M
Dragon Ball GT: Game Boy Advance Video Volume 1,GBA,2004,Misc,,,
Mahjong Fight Club,PSP,2004,Misc,Konami Digital Entertainment,,
Codename: Kids Next Door: Game Boy Advance Video Volume 1,GBA,2004,Misc,,,
Pokémon Beach Blank-out Blastoise / Go West Young Meowth Game Boy Advance Video,GBA,2004,Misc,Nintendo,,
Disney's Home on the Range,GBA,2004,Action,Disney Interactive Studios,Artificial Mind and Movement,E
Gyakuten Saiban 3,GBA,2004,Adventure,Capcom,,
Catwoman,PS2,2004,Action,Electronic Arts,Argonaut Games,T
Teenage Mutant Ninja Turtles: Game Boy Advance Video Volume 1,GBA,2004,Misc,,,
Terminator 3: The Redemption,PS2,2004,Shooter,Atari,Paradigm Entertainment,T
World Tour Soccer 2006,PS2,2004,Sports,Sony Computer Entertainment,SCEE London Studio,E
Sega Superstars,PS2,2004,Misc,Sega,Sonic Team,T
Leisure Suit Larry: Magna Cum Laude,XB,2004,Adventure,Vivendi Games,High Voltage Software,M
FlatOut,XB,2004,Racing,Empire Interactive,Bugbear,T
World Tour Soccer 2005,PS2,2004,Sports,Sony Computer Entertainment,SCEE London Studio,E
Midway Arcade Treasures 2,GC,2004,Misc,Midway Games,Backbone Entertainment,M
Rapala Pro Fishing,XB,2004,Sports,Zoo Digital Publishing,FUN Labs,E
Ghost in the Shell: Stand Alone Complex,PS2,2004,Adventure,Namco Bandai Games,,
Trigger Man,PS2,2004,Shooter,Play It,Point of View,T
NHL 2005,XB,2004,Sports,Electronic Arts,EA Sports,E
Atelier Iris: Eternal Mana,PS2,2004,Role-Playing,Tecmo Koei,Gust,T
Blinx 2: Masters of Time & Space,XB,2004,Platform,Microsoft Game Studios,,
American Chopper,XB,2004,Racing,Zoo Digital Publishing,Creat Studios,T
Get On Da Mic,PS2,2004,Misc,Eidos Interactive,Artificial Mind and Movement,T
Army Men: Sarge's War,GC,2004,Shooter,Global Star,3DO,T
Street Fighter Anniversary Collection,XB,2004,Fighting,Capcom,Capcom,T
Shadow Ops: Red Mercury,XB,2004,Shooter,Atari,Zombie,T
Pokémon: Johto Photo Finish: Game Boy Advance Video,GBA,2004,Misc,,,
BloodRayne 2,XB,2004,Shooter,THQ,Terminal Reality,M
Scooby-Doo! Mystery Mayhem,XB,2004,Action,THQ,,
Strawberry Shortcake: Game Boy Advance Video Volume 1,GBA,2004,Misc,,,
Ridge Racer DS,DS,2004,Racing,Namco Bandai Games,Namco,E
Crash: Twinsanity,XB,2004,Platform,Vivendi Games,Traveller's Tales,E
Power Pro Kun Pocket 1+2,GBA,2004,Sports,Konami Digital Entertainment,,
Darkstalkers Chronicle: The Chaos Tower,PSP,2004,Fighting,Capcom,Capcom,T
Guilty Gear X2 #Reload,XB,2004,Fighting,Zoo Digital Publishing,Arc System Works,T
Elf: The Movie,GBA,2004,Action,Crave Entertainment,Human Soft,E
Tiger Woods PGA Tour,DS,2004,Sports,Electronic Arts,Sensory Sweep,E
Second Sight,PS2,2004,Adventure,Codemasters,Free Radical Design,T
Phantom Brave,PS2,2004,Role-Playing,Tecmo Koei,Nippon Ichi Software,T
FIFA Soccer 2005,GC,2004,Sports,Electronic Arts,EA Canada,E
MTV Music Generator 3: This Is the Remix,PS2,2004,Misc,Codemasters,Mix Max,T
The Legend of Heroes II: Prophecy of the Moonlight Witch,PSP,2004,Role-Playing,Namco Bandai Games,Microvision,E10+
OutRun 2,XB,2004,Racing,Sega,,
Shonen Jump's Shaman King: Master of Spirits,GBA,2004,Role-Playing,Konami Digital Entertainment,,
Spyro: A Hero's Tail,XB,2004,Platform,Vivendi Games,Eurocom Entertainment Software,E
Gungrave: Overdose,PS2,2004,Shooter,Play It,Seta Corporation,M
Mr. Driller: Drill Spirits,DS,2004,Puzzle,Nintendo,Namco,E
Ape Escape Academy (jp sales),PSP,2004,Misc,Sony Computer Entertainment,,
Fear Factor: Unleashed,GBA,2004,Action,Hip Interactive,DC Studios,T
UEFA Euro 2004: Portugal,PS2,2004,Sports,Electronic Arts,EA Canada,E
Tiger Woods PGA Tour 2005,GC,2004,Sports,Electronic Arts,EA Sports,E
ESPN MLB Baseball,XB,2004,Sports,Sega,,
King Arthur,PS2,2004,Action,Konami Digital Entertainment,Krome Studios,T
The Guy Game,PS2,2004,Misc,Gathering of Developers,Top Heavy Studios,M
Tak 2: The Staff of Dreams,XB,2004,Platform,THQ,Avalanche Software,E
Chessmaster,XB,2004,Misc,Ubisoft,Ubisoft,E
WWE Survivor Series,GBA,2004,Fighting,THQ,Natsume,T
Destruction Derby Arenas,PS2,2004,Racing,Sony Computer Entertainment,Studio 33,T
Shaman King: Power of Spirit,PS2,2004,Adventure,Konami Digital Entertainment,WinkySoft,T
Digimon Racing,GBA,2004,Racing,Namco Bandai Games,Griptonite Games,E
Shin Megami Tensei: Digital Devil Saga,PS2,2004,Role-Playing,Ghostlight,Atlus Co.,M
Ty the Tasmanian Tiger 2: Bush Rescue,GBA,2004,Platform,Electronic Arts,Krome Studios,E
Teenage Mutant Ninja Turtles 2: Battle Nexus,XB,2004,Action,Konami Digital Entertainment,Konami,T
Pokémon: For Ho-Oh the Bells Toll!: Game Boy Advance Video,GBA,2004,Misc,Nintendo,,
High Rollers Casino,XB,2004,Misc,Mud Duck Productions,Virtual Toys,E
TOCA Race Driver 2: Ultimate Racing Simulator,XB,2004,Racing,Codemasters,,
Smash Court Tennis Pro Tournament 2,PS2,2004,Sports,Sony Computer Entertainment,Namco,E
Mega Man X: Command Mission,GC,2004,Role-Playing,Capcom,Capcom,E
NASCAR 2005: Chase for the Cup,GC,2004,Racing,Electronic Arts,,
Lemony Snicket's A Series of Unfortunate Events,XB,2004,Platform,Activision,Activision,E
The X Files: Resist or Serve,PS2,2004,Adventure,Vivendi Games,Black Ops Entertainment,M
Breakdown,XB,2004,Adventure,Electronic Arts,Namco,M
Showdown: Legends of Wrestling,XB,2004,Fighting,Acclaim Entertainment,Acclaim,T
Famicom Mini: TwinBee,GBA,2004,Shooter,Konami Digital Entertainment,,
Backyard Wrestling 2: There Goes the Neighborhood,XB,2004,Fighting,Eidos Interactive,Paradox Development,M
CSI: Crime Scene Investigation,XB,2004,Adventure,Ubisoft,369 Interactive,M
Cabela's Deer Hunt 2005 Season,XB,2004,Sports,Activision,Sand Grain Studios,T
Dead Man's Hand,XB,2004,Shooter,Atari,Human Head Studios,T
LEGO Knights' Kingdom,GBA,2004,Action,THQ,Razorback Developments,E
Army Men: Sarge's War,XB,2004,Shooter,Global Star,Tactical Development,T
World Championship Rugby,PS2,2004,Sports,Acclaim Entertainment,,
Phantom Dust,XB,2004,Action,Microsoft Game Studios,Microsoft Game Studios Japan,T
Ping Pals,DS,2004,Misc,THQ,WayForward,E
Yu Yu Hakusho: Tournament Tactics,GBA,2004,Strategy,Atari,Sensory Sweep,E
AirForce Delta Strike,PS2,2004,Simulation,Konami Digital Entertainment,KCE Studios,T
Worms Forts: Under Siege,PS2,2004,Strategy,Acclaim Entertainment,Team 17,T
Alias,PS2,2004,Action,Acclaim Entertainment,Acclaim Studios Cheltenham,T
Famicom Mini: Famicom Tantei Club - Kieta Koukeisha Zenkouhen,GBA,2004,Adventure,Nintendo,,
Ty the Tasmanian Tiger 2: Bush Rescue,XB,2004,Platform,Electronic Arts,Krome Studios,E
The Polar Express,GC,2004,Adventure,THQ,Blue Tongue Entertainment,E
Robotech: Invasion,PS2,2004,Shooter,Global Star,Vicious Cycle,T
Kotoba no Puzzle: Mojipittan Daijiten,PSP,2004,Puzzle,Namco Bandai Games,,
Fight Club,XB,2004,Fighting,Vivendi Games,Genuine Games,M
Disney Channel Collection Vol. 1,GBA,2004,Misc,,,
Metal Slug 3,XB,2004,Shooter,Ignition Entertainment,SNK,T
Motocross Mania 3,PS2,2004,Racing,Take-Two Interactive,Deibus Studios,T
Riviera: The Promised Land,GBA,2004,Role-Playing,Sting,Sting,T
Top Gun: Combat Zones,GBA,2004,Simulation,Mastiff,,
Doko Demo Issho,PSP,2004,Misc,Sony Computer Entertainment,,
Rome: Total War,PC,2004,Strategy,Activision,Creative Assembly,T
Doom 3,PC,2004,Shooter,Activision,id Software,M
Colin McRae Rally 04,XB,2004,Racing,Codemasters,Codemasters,E
Hot Wheels: Stunt Track Challenge,XB,2004,Racing,THQ,Climax Group,E
Van Helsing,GBA,2004,Action,Activision,Saffire,T
SNK vs. Capcom: SVC Chaos,XB,2004,Fighting,Ignition Entertainment,,
The Bard's Tale,XB,2004,Role-Playing,Ubisoft,InXile Entertainment,T
Alien Hominid,PS2,2004,Shooter,Zoo Digital Publishing,The Behemoth,T
Silent Scope Complete,XB,2004,Shooter,Konami Digital Entertainment,Konami,M
Tom Clancy's Classic Trilogy,XB,2004,Shooter,Ubisoft,Ubisoft,M
Rocky: Legends,XB,2004,Action,Ubisoft,Venom Games,T
Famicom Mini: Famicom Tantei Club Part II - Ushiro ni Tatsu Shoujo Zenkouhen,GBA,2004,Adventure,Nintendo,,
Star Trek: Shattered Universe,PS2,2004,Simulation,Global Star,Starsphere Interactive,E
MTX Mototrax,XB,2004,Racing,Activision,Left Field Productions,E
Famicom Mini: Mappy,GBA,2004,Platform,Nintendo,,
Guilty Gear Isuka,PS2,2004,Fighting,505 Games,Arc System Works,T
Jikkyou Powerful Pro Yakyuu 11,GC,2004,Sports,Konami Digital Entertainment,,
Crash 'N' Burn,XB,2004,Racing,Eidos Interactive,Climax Group,T
Shining Tears,PS2,2004,Role-Playing,Sega,Nex Entertainment,T
Scaler,PS2,2004,Platform,Take-Two Interactive,Artificial Mind and Movement,E
Gradius V,PS2,2004,Shooter,Konami Digital Entertainment,Treasure,T
Digimon Rumble Arena 2,PS2,2004,Fighting,Atari,Black Ship Games,T
Alien Hominid,GC,2004,Shooter,O3 Entertainment,The Behemoth,T
Puyo Pop Fever (JP sales),DS,2004,Puzzle,Ignition Entertainment,,
Trivial Pursuit unhinged,XB,2004,Misc,Atari,Artech Studios,T
Yourself Fitness,XB,2004,Sports,responDESIGN,,
World Soccer Winning Eleven 8 International,XB,2004,Sports,Konami Digital Entertainment,KCET,E
Test Drive: Eve of Destruction,XB,2004,Racing,Atari,Monster Games Inc.,T
Ford Racing 3,XB,2004,Racing,Take-Two Interactive,Razorworks Studios,E
MLB SlugFest Loaded,XB,2004,Sports,Midway Games,Point of View,T
Karaoke Revolution,XB,2004,Misc,Konami Digital Entertainment,Secret Level,E
Forgotten Realms: Demon Stone,XB,2004,Action,Atari,Stormfront Studios,T
Famicom Mini: Makaimura,GBA,2004,Platform,Capcom,,
Astro Boy,PS2,2004,Action,Sega,Sonic Team,E
SRS: Street Racing Syndicate,GC,2004,Racing,Namco Bandai Games,,
Famicom Mini: Famicom Mukashi Banashi - Shin Oniga Shima Zenkouhen,GBA,2004,Adventure,Nintendo,,
Counter-Strike: Source,PC,2004,Shooter,Vivendi Games,Valve Software,M
Famicom Mini: Mario Bros.,GBA,2004,Platform,Nintendo,,
RockMan EXE 4.5 Real Operation,GBA,2004,Role-Playing,Capcom,,
Gundam Seed: Battle Assault,GBA,2004,Fighting,Namco Bandai Games,,
Famicom Mini: Adventure Island,GBA,2004,Action,Hudson Soft,,
Shining Force: Resurrection of the Dark Dragon,GBA,2004,Role-Playing,THQ,Amusement Vision,T
Metal Slug Advance,GBA,2004,Shooter,Ignition Entertainment,Noise Factory,T
FIFA Soccer 2005,GBA,2004,Sports,Electronic Arts,EA Canada,E
Seven Samurai 20XX,PS2,2004,Action,Sega,Dimps Corporation,T
Tom Clancy's Splinter Cell: Pandora Tomorrow,GC,2004,Action,Ubisoft,Ubisoft,T
Nobunaga's Ambition: Rise to Power,PS2,2004,Strategy,Tecmo Koei,Koei,T
Samurai Western,PS2,2004,Action,505 Games,Acquire,M
Kenshuui Tendo Dokuta,DS,2004,Simulation,Spike,,
Famicom Mini: SD Gundam World Gachapon Senshi - Scramble Wars,GBA,2004,Strategy,Nintendo,,
Famicom Mini: Star Soldier,GBA,2004,Shooter,Nintendo,,
Cartoon Network Collection: Game Boy Advance Video Volume 2,GBA,2004,Misc,,,
Indycar Series 2005,XB,2004,Action,Codemasters,Codemasters,E
Pocket Dogs,GBA,2004,Misc,Agatsuma Entertainment,,
Ape Escape: Pumped & Primed,PS2,2004,Misc,Sony Computer Entertainment,,
The Dukes of Hazzard: Return of the General Lee,XB,2004,Racing,Ubisoft,Ratbag,E
Pitfall: The Lost Expedition,GC,2004,Platform,Activision,Edge of Reality,E
Stella Deus: The Gate of Eternity,PS2,2004,Strategy,505 Games,Pinegrow,T
Vietcong: Purple Haze,XB,2004,Shooter,Gathering of Developers,Coyote Developments,M
Codename: Kids Next Door: Operation S.O.D.A.,GBA,2004,Platform,Global Star,Vicarious Visions,E
Pinball Hall of Fame: The Gottlieb Collection,XB,2004,Misc,Crave Entertainment,,
MTV Music Generator 3: This Is the Remix,XB,2004,Misc,Codemasters,Mix Max,T
Famicom Mini: Hikari Shinwa: Palutena no Kagami,GBA,2004,Platform,Nintendo,,
Need for Speed Underground 2,PC,2004,Racing,Electronic Arts,EA Canada,T
The Lord of the Rings: The Battle for Middle-Earth,PC,2004,Strategy,Electronic Arts,EA LA,T
Kessen III,PS2,2004,Strategy,Tecmo Koei,Koei,T
Wrath Unleashed,PS2,2004,Strategy,LucasArts,Double Helix Games,T
Serious Sam: Next Encounter,PS2,2004,Shooter,Global Star,Climax Group,M
Famicom Mini: Nazo no Murasame-Jou,GBA,2004,Action,Nintendo,,
Second Sight,XB,2004,Adventure,Codemasters,Free Radical Design,T
Samurai Warriors,XB,2004,Action,Tecmo Koei,Omega Force,T
The Guy Game,XB,2004,Misc,Gathering of Developers,Top Heavy Studios,M
Crimson Sea 2,PS2,2004,Action,Tecmo Koei,Koei,T
Catwoman,GC,2004,Action,Electronic Arts,Argonaut Games,T
Pitfall: The Lost Expedition,XB,2004,Platform,Activision,Edge of Reality,E
River City Ransom EX,GBA,2004,Action,Atlus,Million,T
Famicom Mini: Wrecking Crew,GBA,2004,Puzzle,Nintendo,,
NHL 2005,GC,2004,Sports,Electronic Arts,EA Sports,E
Firefighter F.D.18,PS2,2004,Action,Konami Digital Entertainment,,
Army Men: RTS,GC,2004,Strategy,Global Star,Pandemic Studios,T
Obscure,PS2,2004,Adventure,Microids,Hydravision,M
Future Tactics: The Uprising,PS2,2004,Strategy,Crave Entertainment,Zed Two Limited,T
Armored Core: Nine Breaker,PS2,2004,Simulation,505 Games,From Software,T
Cabela's Big Game Hunter 2005 Adventures,GC,2004,Sports,Activision,MagicWand,T
Fallout: Brotherhood of Steel,PS2,2004,Role-Playing,Avalon Interactive,Interplay,M
Worms Forts: Under Siege,XB,2004,Strategy,Sega,Team 17,T
Wings of War,XB,2004,Simulation,Take-Two Interactive,Silver Wish Games,T
RPG Maker 3,PS2,2004,Role-Playing,Enterbrain,Runtime,E10+
Gallop Racer 2004,PS2,2004,Sports,Zoo Digital Publishing,Tecmo,E
Mobile Suit Gundam Seed: Never Ending Tomorrow,PS2,2004,Shooter,Namco Bandai Games,Bec,T
Famicom Mini: Balloon Fight,GBA,2004,Action,Nintendo,,
Sprung - A Game Where Everyone Scores,DS,2004,Adventure,Ubisoft,,
Arc the Lad: End of Darkness,PS2,2004,Role-Playing,Sony Computer Entertainment,Cattle Call,T
Tom Clancy's Splinter Cell: Pandora Tomorrow,GBA,2004,Action,Ubisoft,Ubisoft,T
Intellivision Lives!,GC,2004,Misc,Crave Entertainment,,
Tron 2.0: Killer App,GBA,2004,Action,Disney Interactive Studios,Digital Eclipse,E
Monster Garage,XB,2004,Strategy,Activision Value,Activision Value,T
Terminator 3: The Redemption,XB,2004,Shooter,Atari,Paradigm Entertainment,T
IHRA Professional Drag Racing 2005,XB,2004,Racing,Bethesda Softworks,Bethesda Softworks,E
Mobile Suit Gundam: Gundam vs. Zeta Gundam,PS2,2004,Shooter,Namco Bandai Games,Capcom,T
Rapala Pro Fishing,GBA,2004,Sports,Zoo Digital Publishing,Torus Games,E
Exhibition Volume 5,XB,2004,Misc,Microsoft Game Studios,,
Archer Maclean Presents: Pool Paradise,PS2,2004,Sports,Ignition Entertainment,,
Backyard Skateboarding 2006,GBA,2004,Sports,Atari,,
Tron 2.0: Killer App,XB,2004,Action,Disney Interactive Studios,Climax Group,T
